book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0407IbnMuhammadKharkushi.SharafMustafa,300,266,1491,1493,301,267,963,871, ويستصرخونهم علي القوم فعمدms0300 احدهم فاضجعني علي الارض اضجاعا لطيفا ثم شق ما بين مفرق صدري الي منتهي عانتي فانا انظر اليه لم اجد لذلك مسا ثم اخرج احشاء بطني فغسلها بالثلج فانعم غسلها ثم اخرج قلبي فصدعه ثم اخرج منه مضغة سوداء فرمي بها قال بيده يمنة منه كانه يتناول شيءا فاذا بخاتم في يده من نور يحار الناظرون دونه فختم به قلبي فامتلا نورا وذلك نور النبوة والحكمة ثم اعاده مكانه فوجدت برد ذلك الخاتم في قلبي دهرا ثم قال الثالث لصاحبه تنح فتنحي عني فامر يده ما بين مفرق صدري الي منتهي عانتي فالتام ذلك الشق باذن الله تعالي ثم اخذ بيدي فانهضني انهاضا لطيفا ثم قال للاول الذي شق بطني زنه بعشرة من امته فوزنوني بهم فرجحتهم ثم قال زنه بماءة من امته فوزنوني بهم فرجحتهم ثم قال زنه بالف من امته فوزنوني بهم فرجحتهم فقال دعوه فلو وزنته بامته كلهم لرجح بهم ثم ضموني الي صدورهم وقبلوا راسي وما بين عيني ثم قالوا يا حبيب لم ترع انك لو تدري ما يراد بك من الخير لقربه عينك قال فبينما نحن كذلك اذ انا بالحي قد جاءوا بحذافيرهم واذا ظءري امام الحي تهتف باعلي صوتها وهي تقول يا ضعيفاه قال فانكبوا علي يعني الرهط وقبلوا راسي وما بين عيني وقالوا, الصبيان ان القوم لا يجيبونهمms0266 انطلقوا هرابا مسرعين الي الحي يءذنوهم بهم ويستصرخونهم علي القوم فعمد الي احدهم فاضجعني الي الارض اضجاعا لطيفا ثم شق ما بين صدري الي منتهي عانتي وانا انظر فلم اجد لذلك مسا ثم اخرج احشاء بطني فغسله بذلك الثلج فانعم غسله ثم اعادها في مكانها ثم قام الثاني فقال لصاحبه تنح ثم ادخل يده في جوفي فاخرج قلبي وانا انظر فصدعه فاخرج منه مضغة سوداء رمي بها ثم قال بيده يمنة منه كانه يتناول شيءا ثم اذا بالخاتم في يده من نور النبوة والحكمة تخطف ابصار الناظرين دونه فختم قلبي فامتلا نورا وحكمة ثم اعاده مكانه فوجدت برد ذلك الخاتم في قلبي دهرا ثم قام الثالث فنحي صاحبيه فامر يده بين ثديي ومنتهي عانتي فالتام ذلك الشق باذن الله ثم اخذ بيدي فانهضني من مكاني انهاضا لطيفا ثم قال الاول الذي شق بطني زنوه بعشرة من امته فوزنوني فرجحتهم ثم قال زنوه بماءة من امته فوزنوني فرجحتهم ثم قال زنوه بالف من امته فوزنوني فرجحتهم قال دعوه فلو وزنتموه بامته جميعا لرجح بهم ثم قاموا الي فضموني الي صدورهم وقبلوا راسي وما بين عيني ثم
