book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0346Mascudi.MurujDhahab,1870,821,1520,1537,1871,822,86,203, اخيك وابن عمك فليسعنا منms1870 عفوكم ما وسعكم من جورنا قال والله لا استبقي منكم واحدا الم يقتل ابوك ابن اخي ابراهيم الامام الم يقتل الوليد بن يزيد, رجلا ولا امراة الم يقتل ابوكms0821 بالامس ابن اخي ابراهيم بن محمد بن علي بن عبد الله بن العباس الامام في محبسه بحران الم يقتل هشام بن عبد الملك زيد بن علي بن الحسين بن علي وصلبه في كناسة الكوفة وقتل امراة زيد بالحيرة علي يدي يوسف بن عمر الثقفي الم يقتل الوليد بن يزيد
