book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0463IbnCabdBarr.Durar,548,112,1574,1523,549,113,243,21, انيس بسيفه في بطنه حتي انفذه ثمms0548 خرجوا من عنده وكان عبد الله بن عتيك سيء البصر فوقع من الدرجة فوثءت رجله وثا شديدا فاحتملوه واختفوا وطلبتهم يهود في كل وجه فلم يروهم فرجعوا الي صاحبهم فقال المسلمون كيف نعلم ان عدو الله قد مات فعاد بعضهم ودخل في الناس فراي الناس حوله وهو يقول لقد عرفت صوت ابن عتيك ثم قلت, فرجع احدهم فدخل بين الناس فسمع امراةms112 ابن ابي الحقيق تقول والله لقد سمعت صوت ابن عتيك
