book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0510IbnMascudBaghawi.Tafsir,137,305,399,1500,137,306,522,607, واردت قتله وظفر بي فكف عني واذكي عليه العيون فلم يظفروا به وركب طالوت يوما فراي داود فركض في اثره فهرب داود منه واختفي في غار في الجبل فعمي الله اثره علي طالوت ثم ان طالوت قتل العلماء, لوضع هذا السهم في حلقي وماms0305 انا بالذي امنه فلما كانت القابلة اتاه ثانيا واعمي الله الحجاب فدخل عليه وهو ناءم فاخذ ابريق طالوت الذي كان يتوضا منه وكوزه الذي كان يشرب منه وقطع شعرات من لحيته وشيءا من هدب ثيابه ثم خرج وهرب وتواري فلما اصبح طالوت وراي ذلك سلط علي داود العيون وطلبه اشد الطلب فلم يقدر عليه ثم ان طالوت ركب يوما فوجد داود يمشي في البرية فقال اليوم اقتله فركض علي اثره فاشتد داود وكان اذا فزع لم يدرك فدخل غارا فاوحي الله تعالي الي العنكبوت فنسج عليه بيتا فلما انتهي طالوت الي الغار ونظر الي بناء العنكبوت قال لو كان دخل هاهنا لخرق بناء العنكبوت فتركه ومضي فانطلق داود واتي الجبل مع المتعبدين فتعبد فيه فطعن العلماء والعباد علي طالوت في شان داود فجعل
0630IbnAthirCizzDin.Kamil,0510IbnMascudBaghawi.Tafsir,137,306,815,1516,137,307,1039,411, اخبرني بها فلما اكثر ناداه مناد من القبور يا طالوت اما رضيت قتلتنا احياء حتي لا تءذينا امواتا فازداد بكاء وحزنا فرحمه الرجل الذي امره بقتل تلك المراة فقال له ان دللتك علي عالم لعلك تقتله قال لا فاخذ عليه العهود والمواثيق ثم اخبره بتك المراة فقال سلها هل لي من توبة فحضر عندها وسالها, علي عالم لعلك ان تقتله قالms0306 لا فتوثق عليه الخباز فاخبره ان المراة العالمة عنده قال انطلق بي اليها اسالها هل لي من توبة وكانت من اهل بيت يعلم الاسم الاعظم فاذا فنيت رجالهم علمت نساءهم فلما بلغ طالوت الباب قال الخباز انها اذا راتك فزعت فخلفه خلفه ثم دخله عليها فقال لها الست اعظم الناس منة عليك انجيتك من القتل واويتك قالت بلي قال فان لي اليك حاجة هذا طالوت يسال هل لي من توبة فغشي عليها من الفرق فقال لها انه لا يريد قتلك ولكن يسالك هل له من توبة قالت لا والله لا اعلم
