book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0207Waqidi.Maghazi,581,319,1545,1053,582,319,13,1222, راني قبل ان يضرب الحجاب فلماms0581 راني استرجع وقال ما خلفك قالت فما كلمته, يراني قبل ان ينزل الحجاب وانا متلفعة فاثبتني فاستيقظت باسترجاعه حين عرفني فخمرت وجهي بملحفتي فو الله ان كلمني كلمة غير اني سمعت استرجاعه حين اناخ بعيره ثم وطي علي يده موليا عني فركبت علي رحله وانطلق يقود بي حتي جءنا العسكر شد
