book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0331Jahshiyari.Wuzara,2120,190,1581,404,2121,190,33,418, البرم وهو عند المسلمين كافر فتضعضواms2120 ايضا له فاخبرني انت ايها الامير كيف رايت الناس عند ما ورد عليهم, المهدي من الري الي نيسابور ثم هذا بالامس كيف رايت الناس لما ورد عليهم
